Image Tag,Num Patches,Patches List
raphw-byte-buddy-122630627,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134720975,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-107351165,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134390276,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134153782,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145495031,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-122552465,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135907593,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146058330,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134720981,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123483604,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134153788,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134720980,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-124133322,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123642634,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135544151,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123483609,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135907594,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145710901,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123642638,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-124133319,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-148830166,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123483606,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134720977,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145495029,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134153789,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-134720976,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123483605,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-124133323,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135544155,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135544150,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-124133320,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135544149,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135907595,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-140517158,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-140517154,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-140517156,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-135907597,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145010273,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-139776637,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145010276,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145495028,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145010274,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-139776635,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-142690267,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-142690275,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146248650,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146257718,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-148275735,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-148830165,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146248653,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-144873471,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146058333,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145010277,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-147989183,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145710904,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-148275738,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-149441992,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-142690277,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-145495032,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-147989184,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146248654,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146058334,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146257716,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-148052190,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-148830163,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-149688521,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-150449078,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-146257719,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-149441999,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-149688524,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-150449081,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-150449077,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-154415899,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-156948937,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-156948934,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-156948933,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-156672808,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-158690692,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-158690693,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-160374693,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-159529700,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-159529697,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-161025492,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-164879540,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-161164036,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-159529698,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-156672810,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-158690690,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-160374692,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-159529701,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-158690689,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-165510014,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-165510019,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-156672807,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-163617935,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-163617930,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-161489929,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-164879541,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-163617936,5,"['Insecure Link', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-161489934,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-163622114,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-165463885,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-166754508,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-170476604,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-165510020,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-166754523,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-163622118,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-168135151,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-170476607,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-166754532,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-168135153,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-170476608,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-171820196,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-171322757,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-171322760,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-186457600,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-171820205,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-171322758,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-174535089,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-186457599,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-185441651,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187512652,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-185233254,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-185233253,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-186958639,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-186457597,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-186880603,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-186880599,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-185233251,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-174535097,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-186880602,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187512655,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187808249,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187512656,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-171322761,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-188079240,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-189190141,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187697342,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187606483,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-189446900,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187606481,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-187697345,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-189446901,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-189446903,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-189190150,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190204530,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190259707,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190259697,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190204531,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190547987,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190547986,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-191630570,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190259708,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190547990,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-191266516,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192022822,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190204534,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-191266514,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-191630571,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-190547989,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192203420,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-191266517,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192022824,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192022820,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192784810,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192203424,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-200856109,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192203421,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-193397157,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-193729609,4,"['Insecure Link', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-202917180,5,"['Insecure Link', 'Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-193397161,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-199726253,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-193397158,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-192784813,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-200856110,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-195567381,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-200856116,5,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-203568406,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-204384584,4,"['Unavailable Gradle Plugin', 'Unavailable JDK Version', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
